min_bbox_area,min_mask_area,min_final_score,transition_start,window,success,first_recovery_frame
6000,6000,0.45,000000,12,True,000000
6000,6000,0.45,001251,12,True,001255
6000,6000,0.45,001724,12,True,001724
6000,6000,0.45,002185,12,True,002185
6000,6000,0.5,000000,12,True,000000
6000,6000,0.5,001251,12,True,001260
6000,6000,0.5,001724,12,True,001724
6000,6000,0.5,002185,12,True,002185
6000,6000,0.55,000000,12,True,000000
6000,6000,0.55,001251,12,True,001260
6000,6000,0.55,001724,12,True,001724
6000,6000,0.55,002185,12,True,002225
6000,6000,0.6,000000,12,False,
6000,6000,0.6,001251,12,False,
6000,6000,0.6,001724,12,False,
6000,6000,0.6,002185,12,False,
