frame,stage,score,bbox_area,mask_area,depth_valid_ratio,reasons
000000,no_ism_candidate,0.5997409820556641,6050.0,4423.0,0.9721908207099254,mask_area_below_min;bbox_area_below_min
000013,no_ism_candidate,0.5773938298225403,6625.0,4539.0,0.9735624586913417,mask_area_below_min;bbox_area_below_min
000017,no_ism_candidate,0.5948178172111511,6678.0,4557.0,0.9710335747202107,mask_area_below_min;bbox_area_below_min
000022,no_ism_candidate,0.6019176244735718,6858.0,4768.0,0.9737835570469798,mask_area_below_min;bbox_area_below_min
000026,no_ism_candidate,0.5846495628356934,6804.0,4679.0,0.9745672152169267,mask_area_below_min;bbox_area_below_min
000031,no_ism_candidate,0.6031134128570557,6678.0,4534.0,0.9697838553153948,mask_area_below_min;bbox_area_below_min
000034,no_ism_candidate,0.5889671444892883,6678.0,4553.0,0.97210630353613,mask_area_below_min;bbox_area_below_min
000037,no_ism_candidate,0.5691708922386169,6625.0,4539.0,0.976867151354924,mask_area_below_min;bbox_area_below_min
000042,no_ism_candidate,0.5911524295806885,6344.0,4681.0,0.9826960051271096,mask_area_below_min;bbox_area_below_min
000047,no_ism_candidate,0.6030433177947998,6572.0,4557.0,0.9771779679613781,mask_area_below_min;bbox_area_below_min
000052,no_ism_candidate,0.5967475175857544,6000.0,4454.0,0.9800179613830265,mask_area_below_min;bbox_area_below_min
000057,no_ism_candidate,0.5737508535385132,7564.0,5933.0,0.9767402663070959,mask_area_below_min;bbox_area_below_min
000061,no_ism_candidate,0.5924280285835266,6120.0,4441.0,0.979058770547174,mask_area_below_min;bbox_area_below_min
000065,no_ism_candidate,0.5774470567703247,6307.0,4428.0,0.9749322493224932,mask_area_below_min;bbox_area_below_min
000070,no_ism_candidate,0.5741201639175415,5700.0,4268.0,0.9821930646672915,mask_area_below_min;bbox_area_below_min
000074,no_ism_candidate,0.5776855945587158,5650.0,4104.0,0.9880604288499025,mask_area_below_min;bbox_area_below_min
000077,no_ism_candidate,0.5775102972984314,6625.0,4521.0,0.9818624198186242,mask_area_below_min;bbox_area_below_min
000082,no_ism_candidate,0.5958939790725708,6254.0,4274.0,0.9784744969583529,mask_area_below_min;bbox_area_below_min
000087,no_ism_candidate,0.5904163718223572,6000.0,4337.0,0.9852432557067097,mask_area_below_min;bbox_area_below_min
000091,no_ism_candidate,0.5925973653793335,6200.0,4438.0,0.9853537629562866,mask_area_below_min;bbox_area_below_min
000094,no_ism_candidate,0.5908059477806091,6500.0,4419.0,0.9816700610997964,mask_area_below_min;bbox_area_below_min
000098,no_ism_candidate,0.5846140384674072,6477.0,4324.0,0.9900555041628122,mask_area_below_min;bbox_area_below_min
000101,no_ism_candidate,0.6024982333183289,6375.0,4362.0,0.9830353049060064,mask_area_below_min;bbox_area_below_min
000103,no_ism_candidate,0.5948569774627686,6174.0,4302.0,0.9723384472338448,mask_area_below_min;bbox_area_below_min
000107,no_ism_candidate,0.6083208918571472,5978.0,4093.0,0.9912044954800879,mask_area_below_min;bbox_area_below_min
000110,no_ism_candidate,0.5757485032081604,8911.0,6977.0,0.9760642109789308,mask_area_below_min;bbox_area_below_min
000114,no_ism_candidate,0.5942648649215698,6192.0,4296.0,0.9804469273743017,mask_area_below_min;bbox_area_below_min
000118,no_ism_candidate,0.5952286124229431,6273.0,4234.0,0.9839395370807746,mask_area_below_min;bbox_area_below_min
